Comment,Author,Date
Quase choreiii.... que emocionante!,Bibi Gomes,2018-02-02T16:42:05Z
Muito legal.<br>Ótimo saber que eles gostam de vc como se fosse uma filha,Difranco Fernandes,2018-02-02T14:48:21Z
Chorei real! Mt legal!,Louise Guimarães,2018-02-02T14:27:49Z
Toda vez que vc fala em Atlanta só passa the walking dead pela minha cabeça &lt; 3 e aliás adorei o video nossa deve ser um sentimento incrível de reencontros e eu acho que se eu tivesse em seu lugar também iria chorar horrores então relaxa uheue. Dá pra perceber que vc é muito querida por todos e cara isso não tem preço. Enfim.. adorei adorei e adorei. Hehe,1997,2018-02-02T12:15:23Z
Eita! vc tem 26? carinha de anjo. Dou 16 no máximo.,Alex HC,2018-02-02T11:41:34Z
"Lição do dia: não ver este vídeo no trem! Eu to chorando e todo mundo tá olhando para mim pensando “que se passa menina?” Gente não faz isso de novo, tem de avisar que é para chorar 😂😭😫",S,2018-02-02T07:31:40Z
caralho que lindo aaaaaa,iagwo,2018-02-02T03:49:51Z
Eu olhando o titulo achando q ela tinha ido pro intercambio com 9 anos,Dhiego Câmara,2018-02-02T00:36:53Z
caralho tu tem 26 anos ???? caralho...,Dhiego Câmara,2018-02-02T00:36:26Z
"Primeiro video do canal q eu assisto e já tô chorando rios, amei ♥️ coisa linda esse reencontro",Flavia,2018-02-02T00:21:38Z
eu chorei 💔❤,Juliana Gabrielly,2018-02-01T23:12:46Z
"Ai menina, tu é loka, me fez chorar logo no primeiro vídeo 😂💞",Hudson C,2018-02-01T21:17:14Z
"Nossa, muito emocionante o seu vídeo.. Chorei aqui. Muito bom ver as histórias de aupair que deram certo... :)",Gessica Bazaglia,2018-02-01T20:05:56Z
"Mano eu me identifiquei muito com sua experiência cara!!! Fui ano passado com 15 anos, ficar um ano, Troquei 4 VEZES DE HOST FAMILY, queria ter tido tempo pra colocar minha experiência no YouTube também.. a minha 1 familia foi uma experiência muito ruim tb (aguentei 1 mes la) e a minha ultima, foi uma familia porto riquenha que me recebeu sem nem estar no programa... A minha 2 tambem.. nem estava no programa e uma amiga minha do hs me recebeu... foi louco cara, por isso tem q escolher bem a agência tambem.. alem de ser caso de azar e sorte tb ne... mas aprendi muito... e nem sabia o quao forte eu era tb pra aguentar tudo. Foi exatamente oq vc disse!!",Isabella Meirelles,2018-02-01T19:02:29Z
Cara!!! chorei com você. Quando amor e reciprocidade em um do vídeo.😍😍😍,Melissa Pleutin,2018-02-01T19:00:08Z
"Chorei litrooooooooosss! Não estou em um bom dia, mas seu vídeo foi uma surpresa muito agradável! Amei. Cai aqui de pára-quedas e tô me afogando! 😭🙏🏻",Gabryella Pereira,2018-02-01T18:41:32Z
Aiii ameeiii !!!! Alguém me diz qual o nome da musica q toca quando eles se reencontram ???,Maria Clara Ayres,2018-02-01T18:38:53Z
"Eu chorei muito! Meu sonho é fazer intercâmbio, mas tenho TANTO medo. Você me passou coragem, vou ir atrás disso. ❤️",Bruna Biancamano,2018-02-01T18:36:03Z
Caí de paraquedas no seu canal agora kkkkkkkkkkk já amei<br>+1 inscrita,Ana Carolina De Andrade,2018-02-01T13:22:22Z
Nossa eu chorei  ks :/,Heloísa,2018-02-01T04:04:44Z
aaaaaaaaaaaa amei seu canal pqp,Maria Eduarda,2018-02-01T02:31:57Z
q amor de video gente,7 Fases,2018-02-01T01:57:04Z
chorei horrores ❤️❤️,Yasmin Fonseca,2018-02-01T01:34:46Z
Que HINO de vídeo ! Estou apaixonado,Guilherme Nunes Leite,2018-02-01T00:18:21Z
"Aaaaaaaah vim pelo recomendado e tô chorando quase video inteiro, meu sonho é fazer intercâmbio e ver esse vídeo só me fez querer ainda mais",Joselaine Borges,2018-01-31T23:48:02Z
"como eu nunca vi isso antes, isso aqueceu meu coração...",Allied Crazy,2018-01-31T20:54:17Z
Q música é quando ela entra na casa ?,Julia Magalhães,2018-01-31T20:50:26Z
"Que Incrível, muito emocionante &lt;3",Nabi 윤나비,2018-01-31T20:35:52Z
Chorei juntoooo,Stéfanny Ruth,2018-01-31T15:57:54Z
que video emocionante !!!!!!,Leticia Maciel,2018-01-31T15:50:54Z
"Essa música, na hora de entrar na casa... Pqp q vontade de fazer intercâmbio, do nada kkkkkkk",Lucas Strunkis,2018-01-31T15:02:21Z
"Chorei 🤦🏽‍♀️😭😊 é emocionante ver o carinho deles por ti...queria muito fazer intercâmbio de au pair, mas fui adiando adiando e agora nao da mais faço 27 jajá...pelo menos nao pros estados unidos...mas veremos...",Ana Paula,2018-01-31T13:58:46Z
"Meu Deus, alguém traz um pano que molhou tudo aqui rsrsrs. Ótimo vídeo!",MrDiogo G.,2018-01-31T06:36:38Z
MDSSSSSSS CHOREEEEI AMEII MDS &lt;3,Vitor Oliveira,2018-01-31T02:49:43Z
Que vídeo lindooooo😍😍,Poliana Martins,2018-01-31T02:19:47Z
Só eu que chorei como uma bezerra?,Sarah Lopes,2018-01-31T00:10:41Z
to chorando mto Kkkkkkkk,Gabriella,2018-01-30T21:59:49Z
"Gostei bastante do video. sua lindaaa, sucesso",CLEITON WANDERLY,2018-01-30T20:39:51Z
eu quase chorei kkkkkk,Ana tiecker,2018-01-30T19:46:08Z
isso é tão lindo aaaah!,Donaldinho,2018-01-30T18:55:52Z
Nossa muito emocionante 😍😍💖,Debora Maria,2018-01-30T18:32:54Z
Caí aqui de para quedas. Chorei muito. Família lindaaaa.,Uiara Monaliza Costa,2018-01-30T18:26:14Z
Mil vezes AMEI!! ❤❤❤❤❤❤❤❤❤ Qual é o teu signo Camila?,Camila Martins,2018-01-30T16:09:55Z
que historia lindaa.. chorei dmais,Adryellen Cardoso,2018-01-30T15:56:58Z
"Me emocionei, achei muito fofo!! ❤",Julia Ficagna,2018-01-30T15:11:11Z
"Mano quanto amor em um vídeo só!! Eu nem sei como vim parar aqui mas nossa, que vídeo especial!!!!",Geovanna Muniz Viana,2018-01-30T13:57:42Z
Eu chorei deos. Mds,Martha Camila,2018-01-30T13:44:22Z
Amei o vídeo!!! Chorei junto! Já tem 5 anos que não vejo a minha host family! Estou louca pra voltar,Bruna Mansur,2018-01-30T11:48:22Z
"ain que video lindo, me inscrevi de cr❤️❤️",Fabricio,2018-01-30T08:44:57Z
Pqp que vídeo caras... emocionante.,Bruno Borges,2018-01-30T06:29:43Z
Tem um olho na minha lágrima... 😭 <br>Primeiro vídeo q vejo e já amei!  ❤,Jéssica Santos,2018-01-30T04:21:58Z
Que amor de vídeo! Conheci seu canal agora com esse vídeo e já amei!,Maria Eduarda Di Carla M. Carraro,2018-01-30T03:46:00Z
"Esse deve ser o milésimo comentário que vc vai ler falando isso mas, TO CHORANDO! QUE GRACINHAAAA💕💕",Letícia Gomes,2018-01-30T02:26:52Z
Amei essa história,Douglas Alvarenga,2018-01-30T02:12:41Z
Sen orrr chorei horrores,Raysa Terra,2018-01-30T01:53:40Z
ACHO QUE DEVE SER INCRÍVEL MESMO! MAS DEVE SER ASSUSTADOR VER O QUANTO O BEBÊ CRESCEU AHAH.,Thais,2018-01-30T01:53:34Z
Chorei demais,Fabrine Coutinho,2018-01-30T01:31:56Z
Simplesmente incrível ❤,Mari,2018-01-30T00:01:07Z
Chorei 2 vezes! Que reencontro lindo. Me emocionei de verdade...😢😭😍,Igo Daniel,2018-01-29T19:53:04Z
Simplesmente um video magnifico e muito emocionante,Ticket traks,2018-01-29T19:39:51Z
Muitooo bom adorei ...,Warley Porto,2018-01-29T17:24:26Z
Que amor ❤️❤️,Laura Moro,2018-01-29T16:23:23Z
Nossa que emoção meu aí eu quero 😍😍,Vinicius Correia,2018-01-29T16:19:24Z
CARACAS!!! Chorei com teu video! Faz 10 anos que fiz meu intercâmbio tmbm e senti na pele tudo que falou! Espero voltar um dia! 💙,Estevam Pelo Mundo,2018-01-29T14:43:49Z
Que coisa linda!!! amei ♥️,Emmilly Elizabeth,2018-01-29T14:40:02Z
Chorei demaisssss,nicolly,2018-01-29T14:28:13Z
Q legal!! 😍,Gabrielly Trivelato,2018-01-29T13:49:11Z
tem um olho na minha lágrima!!,Nicolle Baraldi,2018-01-29T12:40:28Z
"socorro!!!!! que amor, eu morri de chorar ❤❤",Victória Foschiani,2018-01-29T12:26:25Z
qual nome da musica 4;23,Thiaguinho da baixada,2018-01-29T08:31:43Z
"Que história linda! Enquanto você ia contando eu ia sentindo as emoções, sério, muito bom mesmo!",Gabriel Doy,2018-01-29T04:06:44Z
"Adorei o vídeo,super sincero,coisa que na internet é praticamente impossível de achar!!!",José Claudyson,2018-01-29T03:26:54Z
"Quando o que era &quot;baby&quot; disse &quot;I don&#39;t know, but I still love you&quot; Eu chorei muito",Isadora Queiroga,2018-01-29T02:21:08Z
que lindo,RAYNARA TX,2018-01-29T01:42:30Z
Que história show!!!<br>Embora você tenha tido uma experiencia ruim com a primeira familia...valeu a pena.😊🌸<br>Fiquei feliz porque você viveu uma experiencia tao legal e porque teve a gentileza de compartilhar🌸❤<br>Beijinhoss,Paolla Guedes-Rocha,2018-01-28T21:49:58Z
"Você é demais! Ameii, quero muito reencontrar minha familia, fui ano passado e ja sinto falta deles e eles de sentem de mim, acho que vou ano que vem",Juliana Forjaz,2018-01-28T16:25:52Z
"Meu sonho é fazer intercâmbio,mais o dinheiro não colabora 😭😭😭",Guilherme Silva,2018-01-28T16:20:57Z
Não assista esse vídeo na tpm,Marcela Borba,2018-01-28T15:25:03Z
Sera que eu chorei ? Hahaha achei lindo seu momento,Giovana Mattos,2018-01-28T12:33:34Z
"Aaaaaaah q lindo,chorei💘",Ana Clara Miranda,2018-01-28T05:26:06Z
chorei tantoooooooo,Jordana Moreira,2018-01-28T02:15:40Z
Que lindo,MsLidiane2010,2018-01-27T21:04:06Z
Inscrito no canal! Q video lindo!,Ed,2018-01-27T20:28:40Z
Que emoção!! Adorei o video! Espero um dia poder reencontrar a minha host family ♥️,Jackeline Andrade,2018-01-27T16:48:37Z
"mds que amor,serio chorei.nunca fiz intercambio e quero muito fazer.",damiana abdias,2018-01-27T16:36:09Z
Porque eu chorei?😂,Julia Helena,2018-01-27T16:04:47Z
Nem chorei pff magina,Sarah Viotti,2018-01-27T15:14:40Z
Melhor vídeo!!!! Que emocionante 😭❤️,Bianca Aparecida Chaves,2018-01-27T14:47:33Z
"Gente, QUE LINDOOOO!",Kethellen Nayara Lopes Cavalcante,2018-01-27T06:41:37Z
Chorei MUITO!!!  😍😭❤,Eduarda Alberti,2018-01-27T05:12:43Z
Cara ate eu to chorando com essa historia|,Tassia Santos,2018-01-26T20:19:30Z
"Que vídeo lindo, chorei muito",Maria Eduarda,2018-01-25T18:34:58Z
Qual o nome da música que passou no vídeo quando se reencontraram ?,Yasmin Santos,2018-01-24T19:56:12Z
"Nossa, 26 anos, achei q tivesse uns 19 😲👏",Livian Grigoletto,2018-01-23T21:50:19Z
"Chorei em parcelas, tudo tem um propósito.",Manoel Araujo,2018-01-23T14:33:47Z
O melhor vídeo de intercâmbio que eu já vi! 😍😍😍😍😍😍,Mateus Ruhan Steiner,2018-01-23T01:23:45Z
Afff chorei,gabriella carvalho,2018-01-19T21:41:30Z
Ameeei esse vídeo ❤,Tamiris Basilino Santos,2018-01-19T01:19:07Z
Aaah que amorzinho! Chorei junto! Que reencontro lindo!,Thamirys Cruz,2018-01-18T15:16:59Z
Amei!!! Chorei!!! kkkkkkkk Obrigada por compartilhar. =),Iara Martins,2018-01-17T03:53:36Z
Chorei? Sim!,Gabriela Machado,2018-01-16T23:57:11Z
"Nossa vei, amoooo seus vídeos, muito engraçado e emocionante. Só choro nas suas histórias . Faça mais vídeos pra nós. Aproveita mais uma experiência :* :* :*",Jéssica Nascimento,2018-01-15T19:59:05Z
Cairam vaaaarios ciscos nos meus olhos hahaahah<br>Historia Linda,Priscila Targino,2018-01-13T19:43:35Z
"Nao chorei pouco, chorei um rio inteiro! Amei o video",Luana Sousa,2018-01-13T17:22:55Z
Gente só eu que chorei 😭 real,Duda Cambraia,2018-01-13T02:01:55Z
"Boa Camilinha, muito legal essa surpresa que vc fez para eles.",Vini Vasconcellos,2018-01-13T01:23:44Z
Que amoorrrr essa história 😍,Letícia Guimarães,2018-01-12T16:37:26Z
"Caaaara, você me fez chorar! É tão lindo ver como depois de tanto tempo você foi tão bem recebida, como você foi e é querida! Simplesmente amei! ❤️",Bianca Lima,2018-01-12T15:48:00Z
amei😍,Victória Morais,2018-01-12T05:44:42Z
Sensacional!! 😍😍😍😍,Rafaela Paparella,2018-01-12T04:21:39Z
"Nossa, eu chorei, REAL 😭😭😭<br>Me senti no seu lugar, que emoção esse reencontro!!! E as fotos no final do antes e depois 😍😍😍😍",Anne Lima,2018-01-12T04:01:38Z
Cade o botão de amei??? seriooooooooo AMEEEEEEEEEEI,Carolina Martins,2018-01-12T03:57:33Z
"Gente, estou entendo nada. Você já foi Au Pair e está sendo de novo?",Mariana Reis,2018-01-12T02:48:42Z
Que vídeo lindo !!!!! Amei,rosangela marques,2018-01-12T02:36:51Z
"Eu chorei kkkkkkk ah cara, que coisa mais linda sério! Sucesso demais smp 👏🏼😭❤️",Bruna Amoretti,2018-01-12T01:57:00Z
Nossa é vc chorando de um lado e eu chorando do outro😭😭😭😭 sua vida tem muita emoção meu!!! E tem qnto tempo q se tá aí? Um mês? Pode isto PRODUÇÃO? é muita emoção! 😍😍😍😍,Yuri Cristine,2018-01-12T01:41:35Z
"Choreeei, que lindo!! 👏❤",Brenda Lima,2018-01-12T01:18:52Z
ahhhhh eu chorei junto,Tássia M,2018-01-12T01:08:35Z
"Camila, to acompanhando agora seu canal vou ser au pair ano que vem &lt;3 Voce ta morando em qual estado ai nos eua?",Daniella Carvalho,2018-01-12T00:55:09Z
Ebaaaaa video mais esperado!!,Nathalia Mesquita,2018-01-12T00:55:00Z
